an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct,log_suprafata,log_tractoare,rezid_tractoare,z_rezid_tractoare,log_pluguri,rezid_pluguri,z_rezid_pluguri,log_semanatori,rezid_semanatori,z_rezid_semanatori,log_combine,rezid_combine,z_rezid_combine,indice_mecanizare_rezidual,schimbare_pondere_ocupati_agri
2018,Arges,156,250,406,353,58,79,137,119,388217,314764,582905,53.99919369,0.696511438,0.235029722,0.909285271,0.306529596,0.93154116,42367,3757,57801,12691,5856,224,122696,34.53005803,3.062039512,47.10911521,10.34345048,4.772771728,0.182565039,149807,15541,436907,34794,9147,363,3.535935988,4.136545116,7.558813861,2.741627925,1.561987705,1.620535714,251200,49800,19.82484076,5757,6211,2579,286,774,46.92084502,50.62104714,21.01943014,2.330964335,6.308274108,-0.261142227,0.045090362,0.417743519,0.091088379,0.073195008,9.279315301,0.352276496,934.8884763,36.08093335,4.014311366,11.717465030330615,8.65834547117212,0.17885317402244105,0.41004440469006465,8.734238184268579,0.49520030428734607,1.1545504043994828,7.855544677915663,0.4166890161427421,1.1550400148080364,6.652863029353347,0.30616845620933564,0.7294324713873016,0.8622668238212214,0.04110027000000116
2019,Arges,182,254,436,364,78,81,159,138,381369,310973,577658,53.83341008,0.754771855,0.275249369,0.954456183,0.361854267,1.030021224,48828,3024,54653,20718,2755,148,130126,37.52363094,2.323901449,42.00006148,15.92149148,2.117178734,0.113735917,205061,12811,267646,52506,5927,233,4.199660031,4.236441799,4.897187712,2.534317984,2.151361162,1.574324324,251100,49300,19.63361211,6495,3920,1865,315,704,49.91316109,30.12464842,14.33226258,2.420730676,5.41014094,-0.2244176,-0.360352098,-0.209085429,-0.117638895,-0.227873505,9.895587273,0.616271973,833.3631094,-101.5253669,-10.85962331,11.77625849080609,8.778941881841513,0.27616153704851243,0.6331366142998333,8.27410200229233,0.05788718296863671,0.13496290274330172,7.531552381407289,0.13439217112097435,0.37252802283722913,6.558197802812269,0.2034513097973356,0.48471352519407196,0.406335266268609,-0.19122864999999933
2020,Arges,149,199,348,293,45,60,105,86,374428,308055,571626,53.89100566,0.608789663,0.183686536,0.782526948,0.229683678,0.792476199,48442,2825,54792,20195,1624,189,128067,37.82551321,2.205876611,42.78385533,15.76908962,1.268086236,0.147579002,145592,7092,154880,41022,4181,312,3.005491103,2.510442478,2.826690028,2.031294875,2.574507389,1.650793651,246000,47400,19.26829268,6495,3920,1865,315,704,50.71564103,30.60897811,14.56268984,2.459650027,5.4971226,-0.214568782,-0.350771497,-0.187486078,-0.097424248,-0.212562651,9.888934441,-0.006652832,876.0446043,42.68149486,5.121596382,11.760308843456132,8.778941881841513,0.23477453139185833,0.5382514651312961,8.27410200229233,0.09378471893320928,0.218657347811318,7.531552381407289,0.14878628158719387,0.4124277392251355,6.558197802812269,0.22182960017396347,0.5284989691136484,0.42445888032034945,-0.3653194300000031
2021,Arges,205,286,491,409,68,90,158,130,369803,308222,567475,54.31463941,0.865236354,0.278426362,1.105994273,0.351538522,1.143662716,49348,2488,51228,24618,3592,70,131344,37.57156779,1.894262395,39.00292362,18.74314776,2.734803265,0.053295164,221375,8004,201452,46947,10984,122,4.485997406,3.217041801,3.932458812,1.907019254,3.057906459,1.742857143,218600,23400,10.70448307,6138,3900,1880,315,468,46.7322451,29.69301986,14.31355829,2.398282373,3.563162383,-0.263456909,-0.36889021,-0.210838696,-0.546879027,-0.34751621,8.742061399,-1.146873042,953.7228314,77.67822713,8.866926039,11.785575114588047,8.722417141427496,0.16197481684273463,0.3713485528567052,8.268988209506656,0.08900607507750813,0.20751602752473058,7.53955882930103,0.18285748612449648,0.5068713244138883,6.150602768446279,-0.2088763713473325,-0.49763848847355985,0.14702435408044107,-8.563809609999998
2022,Arges,313,387,700,570,77,85,162,132,367848,309126,566422,54.57521071,1.235827704,0.28600584,1.549553076,0.35884387,1.521833545,50397,1948,51946,24950,6113,16,135370,37.22907587,1.439018985,38.37334712,18.43096698,4.515771589,0.011819458,190039,5594,185339,57192,16262,9,3.770839534,2.871663244,3.567916683,2.292264529,2.660232292,0.5625,225400,23700,10.51464064,6170,3905,1880,325,488,45.57878407,28.84686415,13.88786289,2.400827362,3.604934624,-0.27761331,-0.385628148,-0.250741718,-0.537171106,-0.362788571,9.49673865,0.754677251,617.143777,-336.5790544,-35.29107654,11.815767049179831,8.727616178321068,0.1423000183622154,0.3262414918585672,8.270269111436624,0.07247687921605284,0.16897851128934505,7.53955882930103,0.15060469127035336,0.41746827513080037,6.192362489474872,-0.197737387937587,-0.47110036531773264,0.11039697824024501,-0.18984243000000056
2012,Bacau,181,257,438,326,453,306,759,696,401352,347013,612186,56.68424302,0.715468828,1.239819271,0.81225458,1.734138611,1.955288099,16535,2639,80119,6802,1780,144,108019,15.3074922,2.443088716,74.17121062,6.297040335,1.647858247,0.133309881,39599,5589,210597,10152,2957,175,2.394859389,2.11784767,2.628552528,1.492502205,1.661235955,1.215277778,213300,69100,32.39568683,3162,2623,1180,32,300,29.27262796,24.28276507,10.92400411,0.296244179,2.777289181,-0.477738391,-0.475911303,-0.528562255,-0.729516945,-0.552932224,8.81048584,0.763405854,667.0289434,100.1400895,17.6648542,11.590062416559132,8.059276223305648,-0.26528317232878784,-0.6081965336448885,7.8724551500639794,-0.22566655560517823,-0.5261374251543535,7.074116816197362,-0.23719198046905632,-0.6574836821220532,5.707110264748875,-0.5444670759153896,-1.2971681331614306,-0.7722464435206815,
2013,Bacau,177,302,479,364,480,423,903,861,399562,345684,608508,56.80845609,0.787171245,1.483957483,0.910997542,2.154859571,2.271128728,14922,2914,83550,9048,2209,4,112647,13.24669099,2.586842082,74.16975152,8.032171296,1.960993191,0.003550916,48959,6156,411324,17429,3935,8,3.280994505,2.112560055,4.923087971,1.926282051,1.781349027,2.0,208300,65400,31.39702352,3328,2607,1329,34,298,29.54361856,23.14309303,11.79791739,0.301827834,2.645432191,-0.47441253,-0.498455334,-0.44664504,-0.760160674,-0.544918395,8.823332013,0.012846173,732.0258935,64.99695011,9.744247346,11.63201431434732,8.110427237575024,-0.2555864702651469,-0.5859655699123503,7.866338923046544,-0.2695208254166923,-0.6283828488892867,7.1929342212158,-0.14494269235106128,-0.4017735122208098,5.700443573390687,-0.5995707106700205,-1.4284500456717506,-0.7611429941735494,-0.9986633100000013
2014,Bacau,181,253,434,375,1326,1014,2340,2287,396531,344444,605815,56.85630102,0.716390317,3.862565305,0.945701597,5.767518807,4.578955622,14024,2786,80462,6382,2611,26,106291,13.1939675,2.621106208,75.69972999,6.004271293,2.456463859,0.024461149,43672,7831,416092,13913,5075,56,3.114090131,2.810839914,5.171285824,2.180037606,1.943699732,2.153846154,204200,63000,30.85210578,3605,2689,1344,29,304,33.91632405,25.29847306,12.64453246,0.272835894,2.860072819,-0.420746415,-0.455819425,-0.367286653,-0.710277923,-0.488532604,8.765987756,-0.057344257,916.1625989,184.1367055,25.15439783,11.573935894706157,8.190354403763262,-0.1868485130314479,-0.42837477004226004,7.897296472595885,-0.2599306142687503,-0.6060234479291694,7.20414929203594,-0.1305056282127186,-0.36175473051521295,5.720311776607412,-0.5202123438394608,-1.2393823332131662,-0.6588838204249521,-0.5449177400000025
2015,Bacau,251,341,592,502,706,516,1222,1114,392110,342749,602668,56.87194276,0.982298712,2.027650381,1.28025299,2.841039504,3.009949093,14134,3114,85310,6347,2108,218,111231,12.70688927,2.799579254,76.69624475,5.706143072,1.895155128,0.195988528,44756,6648,282050,11076,4214,287,3.166548748,2.134874759,3.30617747,1.745076414,1.999051233,1.316513761,201200,54600,27.13717694,3641,2694,1352,29,311,32.73368036,24.21986676,12.15488488,0.260718685,2.795983134,-0.435260974,-0.477155505,-0.413184303,-0.725172446,-0.512693307,9.503111641,0.737123885,639.1886278,-276.9739711,-30.23196662,11.619364398925955,8.200288260287554,-0.20619351317835743,-0.4727257250215259,7.899153483343097,-0.27462905576176944,-0.6402925940158816,7.210079628170788,-0.15924166673395934,-0.44140951639449555,5.7430031878094825,-0.5743989514449055,-1.3684794701001515,-0.7307268263830136,-3.714928839999999
2016,Bacau,375,481,856,734,600,475,1075,990,386881,340608,598146,56.94395683,1.431088731,1.797220077,1.897224211,2.558926388,3.228308808,15298,3322,86774,9970,3592,490,119446,12.80746111,2.781173082,72.6470539,8.346868041,3.00721665,0.410227216,54851,8074,363079,15640,7591,670,3.585501373,2.430463576,4.184191117,1.568706118,2.11330735,1.367346939,196800,46600,23.67886179,3674,2714,1358,29,319,30.75866919,22.72156456,11.36915426,0.242787536,2.670662894,-0.459500241,-0.506793654,-0.48683562,-0.754297027,-0.551856636,9.12637617,-0.376735471,901.1112847,261.9226569,40.97736498,11.690619665378692,8.209308411646937,-0.23656995494419597,-0.5423677095630572,7.906547232368036,-0.3159937050223025,-0.7367335132118424,7.214504414151143,-0.22484076180795487,-0.6232467542632943,5.768320995793772,-0.566684311490671,-1.350099690036091,-0.8131119167685713,-3.4583151500000007
2017,Bacau,359,521,880,752,1345,1037,2382,2042,381493,337871,593393,56.93882469,1.482996935,4.014203066,1.971202617,5.352653915,5.497200001,15374,3299,79163,9527,4748,632,112743,13.63632332,2.926124017,70.21544575,8.45019203,4.211347933,0.560566953,66038,8979,421313,26954,10674,1166,4.295433849,2.721733859,5.322094918,2.829222211,2.248104465,1.844936709,197700,47000,23.77339403,4253,3343,1248,23,333,37.72296284,29.6515083,11.06942338,0.204003796,2.95362018,-0.374027625,-0.369711356,-0.514931221,-0.688537399,-0.4868019,8.816443677,-0.309932493,697.7115737,-203.399711,-22.57209675,11.632866171180412,8.355614995760183,-0.11082889775905436,-0.25408981222975485,8.114922974204593,-0.11580505602293734,-0.26999735885704174,7.130098510125578,-0.2940627619748435,-0.8151264943100484,5.811140992976701,-0.5025176743131539,-1.197225584987834,-0.6341098125961697,0.09453223999999949
2018,Bacau,498,564,1062,868,1137,827,1964,1682,376165,334499,588401,56.84881569,1.804891562,3.337859725,2.307498039,4.471442053,5.142751287,15762,3298,78333,10074,4926,711,113104,13.93584665,2.91590041,69.25749752,8.906846796,4.355283633,0.628624982,70425,9333,572482,27792,9613,1604,4.468024362,2.829896907,7.30831195,2.758784991,1.951481933,2.255977496,199400,47600,23.87161484,4618,3417,1288,11,401,40.82967888,30.21113312,11.38774933,0.097255623,3.545409535,-0.33589897,-0.35864133,-0.485092591,-0.551004811,-0.432659426,8.914294549,0.097850872,749.1565528,51.4449791,7.373387664,11.636063028410735,8.437933510430605,-0.039178123631900874,-0.08982099685574221,8.136810863675537,-0.09490358071802163,-0.22126595349055098,7.161622002939187,-0.24105958407187966,-0.6682044756865912,5.996452088619021,-0.3137523607168289,-0.7475007801744239,-0.43169805155182706,0.09822081000000082
2019,Bacau,536,636,1172,986,845,763,1608,1302,371387,331162,584119,56.69426949,2.006440468,2.752863714,2.654912531,3.505776993,4.759304183,15371,3477,79968,16875,4141,751,120583,12.74723634,2.883491039,66.31780599,13.99451001,3.434149092,0.622807527,59109,9057,472844,47328,7222,1510,3.845488257,2.604831752,5.912915166,2.804622222,1.744023183,2.010652463,202200,47000,23.24431256,4844,3168,1335,10,407,40.17150013,26.27236012,11.07121236,0.08293043,3.375268487,-0.343976782,-0.436554813,-0.514763529,-0.590545804,-0.471460232,9.59778523,0.683490681,682.8555662,-66.30098664,-8.850084323,11.700093591481785,8.485702524324866,-0.014850320405690454,-0.03404631102290359,8.06117135969092,-0.14819118670228448,-0.34550502706533487,7.197435354096591,-0.16587808710045326,-0.4598053242546236,6.0112671744041615,-0.30933683389749156,-0.7369809876386966,-0.39408441249538967,-0.6273022799999985
2020,Bacau,342,440,782,652,345,309,654,540,366318,328696,579693,56.70173695,1.348989896,1.128183366,1.779874317,1.474129035,2.477173262,17272,3552,80266,17317,3837,1813,124057,13.92263234,2.863199981,64.70090362,13.95890599,3.092933087,1.46142499,58177,5024,330964,32904,7466,2791,3.368283928,1.414414414,4.123339895,1.900098169,1.945790983,1.539437397,203500,45200,22.21130221,5033,3123,1411,10,405,40.57006054,25.17391199,11.37380398,0.080608108,3.264628356,-0.33908526,-0.458283387,-0.486399774,-0.616258709,-0.475006782,9.895081718,0.297296488,668.2190169,-14.63654927,-2.143432666,11.72849641638723,8.523970175695261,-0.019266796274134634,-0.04417166232406002,8.046869510959576,-0.13058572656489886,-0.30445822045945103,7.252762418053187,-0.11586662017130855,-0.3211761709423026,6.0063531596017325,-0.31575446743641944,-0.7522707086985223,-0.355519190606084,-1.0330103500000014
2021,Bacau,633,750,1383,1139,535,454,989,779,371808,338080,588158,57.48115302,2.351408975,1.681520952,3.063409071,2.095167398,4.032929927,22372,2391,77977,18954,3175,1074,125943,17.76359147,1.898477883,61.91451688,15.04966532,2.520981714,0.852766728,97889,6464,410146,46301,7017,2508,4.375514035,2.703471351,5.259833028,2.442808906,2.21007874,2.335195531,178600,22300,12.48600224,5372,3244,1458,19,448,42.65421659,25.75768403,11.57666563,0.150861898,3.557164749,-0.31350646,-0.446735701,-0.467384316,-0.548272885,-0.44397484,8.487097398,-1.40798432,736.4337268,68.21470982,10.20843587,11.743584702626102,8.589141690728821,0.029927407487212676,0.06861251444984919,8.08487062913819,-0.09133378398127867,-0.2129430380352346,7.285506548522785,-0.052534758465847986,-0.1456235846052564,6.1070228877422545,-0.23363318511063014,-0.5566204752876761,-0.21164364586957948,-9.72529997
2022,Bacau,1096,1170,2266,1864,649,601,1250,1041,379115,348140,598570,58.16195265,3.785689226,2.088310473,4.916713926,2.745868668,5.873999699,21113,2407,77696,16891,3142,676,121925,17.31638302,1.974164445,63.72442075,13.85359852,2.576994054,0.554439204,53507,6049,247433,28184,6518,1110,2.534315351,2.51308683,3.184629839,1.668580901,2.074474857,1.642011834,184500,22700,12.30352304,5400,3305,1456,19,460,44.28952225,27.10682797,11.94176748,0.155833504,3.772811154,-0.293436391,-0.420048075,-0.433161095,-0.49815639,-0.411200488,9.407925588,0.920828189,491.9825326,-244.4511941,-33.1939162,11.711161380578254,8.594339400592892,0.0120825124956081,0.02770074766917964,8.10349427838097,-0.08488697059544137,-0.197912411161089,7.284134806195205,-0.058333825493358304,-0.16169829309489403,6.133398042996649,-0.20981018914566274,-0.49986326705752915,-0.20794330591108312,-0.1824791999999995
2012,Bihor,121,142,263,194,99,47,146,124,394248,291860,575556,50.70922725,0.456949454,0.253667758,0.492076054,0.314522838,0.710617212,58341,11291,82108,22215,1874,3512,179341,32.53076541,6.295827502,45.78317284,12.38701691,1.044936741,1.958280594,171839,27658,230543,24120,1774,5856,2.945424316,2.449561598,2.807801919,1.08575287,0.946638207,1.667425968,268300,88700,33.06000745,10063,7970,3636,166,1483,56.1109841,44.44047931,20.27422619,0.925610987,8.269163214,-0.14835186,-0.077168414,0.347891014,0.546801466,0.167293051,10.68743795,0.594429525,732.2885444,100.4379884,15.89584553,12.097044300491385,9.216719978940223,0.8773335148249561,2.011402373859351,8.983565234427923,0.8398322528254081,1.95805345580859,8.19891444498699,0.6623089708466932,1.835885597791253,7.302496423727326,0.8236540124645391,1.962318356758782,1.941914946054494,
2013,Bihor,126,133,259,203,57,66,123,112,393260,291595,574566,50.75047949,0.45077502,0.214074623,0.516197935,0.284798861,0.664849643,61099,18167,76601,24848,4168,2065,186948,32.68235017,9.717675503,40.97449558,13.29139654,2.229496972,1.104585232,243403,60873,366222,45285,8212,4078,3.983747688,3.350745858,4.780903644,1.822480683,1.97024952,1.974818402,266400,84300,31.64414414,10675,7882,3636,190,1639,57.10143997,42.16145666,19.44925862,1.016325395,8.767143805,-0.136196018,-0.122250117,0.270561779,0.66253278,0.168662106,10.70379028,0.016352336,905.1544377,172.8658933,23.60625393,12.13858578230043,9.275753510524416,0.8949247371290028,2.051732562668456,8.972463821059907,0.7910297202636745,1.8442712484532133,8.19891444498699,0.6359232378921345,1.7627457352033822,7.402451520818244,0.8753561435740478,2.0854963409904883,1.936061471828885,-1.4158633099999989
2014,Bihor,84,92,176,153,51,55,106,94,391442,291122,572968,50.80946929,0.307172477,0.185001606,0.390862503,0.240137747,0.492174083,65484,15906,80381,25634,5435,2114,194954,33.58946213,8.158847728,41.23075187,13.14874278,2.787837131,1.084358361,246371,63499,343735,51339,11666,4460,3.76230835,3.99214133,4.276321519,2.002769759,2.146458142,2.10974456,264800,81800,30.89123867,9776,8036,3636,263,1759,50.14516245,41.2199801,18.65055346,1.349036183,9.022641238,-0.221570253,-0.140873611,0.195694279,0.721910703,0.13879028,11.53424479,0.830454508,844.003561,-61.1508767,-6.755850069,12.18051891228181,9.18778796750567,0.7928450717769095,1.817701515475496,8.991811158212718,0.7800120515817337,1.8185837564986587,8.19891444498699,0.594701296322155,1.648480683433705,7.473069088032197,0.9606316375784161,2.2886613407769123,1.8933568240461929,-0.7529054700000017
2015,Bihor,92,134,226,190,73,59,132,111,388253,290431,570620,50.89744488,0.396060426,0.231327328,0.489371621,0.285896052,0.627387754,87981,18836,94696,21613,4516,2640,230282,38.20576511,8.179536395,41.12175507,9.385449145,1.961073814,1.146420476,332807,65033,294172,33861,8667,5376,3.78271445,3.452590784,3.10648813,1.56669597,1.919176262,2.036363636,262800,71200,27.09284627,9887,8044,3649,265,1763,42.93431532,34.9310845,15.84578908,1.150762978,7.655830677,-0.310068815,-0.265275236,-0.067213371,0.404262215,-0.059573801,11.12762655,-0.406618245,765.6841462,-78.31941473,-9.279512356,12.347059923831065,9.199077179697472,0.7713134004579505,1.7683373294820386,8.992806059426483,0.7535554583773152,1.7569006958891693,8.202482446576537,0.5097819754729835,1.4130887968918298,7.475339236566737,0.8317325916225808,1.981565205482216,1.7299730069363135,-3.798392400000001
2016,Bihor,170,199,369,323,91,61,152,126,384119,290425,567778,51.15115415,0.649901898,0.267710267,0.840885246,0.328023347,0.917612165,81905,21067,95872,26990,5549,3185,234568,34.91738003,8.981190955,40.87173016,11.50625831,2.36562532,1.357815218,240400,78579,404334,53381,11466,5460,2.935107747,3.729956804,4.217435748,1.977806595,2.066318256,1.714285714,259600,61300,23.61325116,10747,8142,3608,268,1285,45.8161386,34.71061696,15.38146721,1.142525835,5.478155588,-0.274700263,-0.269636339,-0.110737088,-0.101832205,-0.189226474,10.39111633,-0.736510213,1002.477093,236.7929468,30.92566928,12.36550080351082,9.282474969735382,0.8168591940402141,1.872757046479798,9.004913941467132,0.7216564562293453,1.682528758895148,8.19118600464279,0.45193173344809967,1.2527309717117625,7.1592919047975645,0.5217572283893448,1.243062950639211,1.5127699319314798,-3.479595109999998
2017,Bihor,132,173,305,255,110,83,193,156,380145,289602,565378,51.22272179,0.539462094,0.341364538,0.67079667,0.410369727,0.880826633,82025,19289,87846,22218,10701,6135,228214,35.94214202,8.452154557,38.49281814,9.735599043,4.689019955,2.688266276,336943,80565,537388,55649,22975,14378,4.107808595,4.176732853,6.117387246,2.504680889,2.146995608,2.343602282,260400,61900,23.77112135,10927,8427,3828,270,1305,47.88049813,36.92586783,16.77372992,1.183100073,5.718317018,-0.249364426,-0.225816116,0.019768177,-0.046018388,-0.125357688,10.48769938,0.096583049,775.097449,-227.379644,-22.68177952,12.33803906422155,9.29908358181057,0.8120163739140018,1.8616542449414566,9.03931477492408,0.7451449602372051,1.737291774115909,8.250358951477294,0.5128272910415754,1.4215302513174888,7.174724309836376,0.5449573704360082,1.2983362376366916,1.5797031270028865,0.15787019000000058
2018,Bihor,208,213,421,335,99,97,196,153,376478,287577,562997,51.07966828,0.747783736,0.348136846,0.889826232,0.406398249,1.095920582,80395,20016,88573,23177,12696,6352,231209,34.77157031,8.657102448,38.30862985,10.02426376,5.491135726,2.747297899,335385,83677,664586,47964,22368,15411,4.171714659,4.180505596,7.5032572,2.069465418,1.761814745,2.426164987,261500,62700,23.97705545,11537,8914,4184,308,1398,49.89857661,38.55386252,18.09618138,1.332128075,6.04647743,-0.224596595,-0.193612499,0.143729607,0.030246503,-0.061058246,11.34330241,0.855603027,912.9926133,137.8951643,17.79068741,12.35107734235835,9.353401214816834,0.8553784465823391,1.9610674947794677,9.09549053029724,0.7994489053803591,1.863900423752633,8.339261982923576,0.6188365979897643,1.7153824689753783,7.243512974665482,0.6127886336169475,1.4599411480575266,1.7500728838912516,0.20593410000000034
